"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL423";"BETAXOLOL";"ALO-140102 FREE BASE|BETAXOLOL|BETOPTIC|BETOPTIC SUSP|Betaxolol|Betoptic|Kerledex|Kerlone|SL-7521210 FREE BASE";"Small molecule";"4";"307.43";"24";"133";"2.39";"50.72";"4";"2";"0";"11";"N";"0.62";"None";"9.67";"2.54";"0.31";"1";"MOL";"0";"22";"4";"2";"0";"307.2147";"BASE";"C18H29NO3";"CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1";"NWIUTZDMDHAVTP-UHFFFAOYSA-N"
"CHEMBL2103795";"AZILSARTAN KAMEDOXOMIL";"AZILSARTAN KAMEDOXOMIL|EDARBI|TAK-491";"Small molecule";"4";"606.63";"2";"4";"4.71";"155.59";"11";"1";"2";"9";"N";"0.24";"5.91";"1.48";"6.03";"5.19";"6";"MOL";"0";"42";"12";"1";"2";"568.1594";"ACID";"C30H23KN4O8";"CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+]";"IHWFKDWIUSZLCJ-UHFFFAOYSA-M"
"CHEMBL2153191";"AZD-4017";"AZD 4017|AZD-4017|AZD4017";"Small molecule";"2";"419.59";"34";"124";"4.34";"82.53";"5";"2";"0";"8";"N";"0.61";"3.16";"4.23";"3.99";"1.40";"1";"MOL";"0";"29";"6";"2";"0";"419.2243";"ACID";"C22H33N3O3S";"CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1";"NCDZABJPWMBMIQ-INIZCTEOSA-N"
"CHEMBL20";"ACETAZOLAMIDE";"ACETAMOX|ACETAZOLAMIDE|ACETAZOLAMIDUM|ATENEZO|Acetazolamide|DEFILTRAN|DIAMOX SR|DIDOC|DIURIWAS|DONMOX|Diamox|EDEMOX|EYTAZOX|GLAUPAX|L 579486|NEPHRAMIDE|NSC-145177|PHONURIT";"Small molecule";"4";"222.25";"243";"5410";"-0.86";"115.04";"6";"2";"0";"2";"N";"0.63";"6.55";"None";"-1.04";"-2.08";"1";"MOL";"0";"13";"7";"3";"0";"221.9881";"NEUTRAL";"C4H6N4O3S2";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"BZKPWHYZMXOIDC-UHFFFAOYSA-N"
"CHEMBL499";"TIMOLOL";"BETIM|BLOCADREN|Betimol|Blocadren|GLAU-OPT|GLAUCOL|Istalol|NYOGEL|TIMOLOL|TIMOLOL ANHYDROUS|TIMOLOL HEMIHYDRATE|TIOPEX|Timoptic|Timoptic-XE";"Small molecule";"4";"316.43";"162";"2085";"0.50";"79.74";"8";"2";"0";"6";"N";"0.79";"None";"9.76";"1.34";"-0.97";"1";"MOL";"0";"21";"7";"2";"0";"316.1569";"BASE";"C13H24N4O3S";"CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1";"BLJRIMJGRPQVNF-JTQLQIEISA-N"
"CHEMBL1200914";"TAMSULOSIN HYDROCHLORIDE";"ALPHACARD MR|BAZETHAM MR|CONTIFLO XL|COSITAM XL|DIFFUNDOX|FARAMSIL|FLECTONE XL|FLOMAX MR|FLOMAX RELIEF MR|FLOMAXTRA XL|Flomax|GALEBON|HARNAL|LOSINATE MR|LY-253351|LY253351|MAXTRON|MORVESIN XL|OMNIC MR|PAMSVAX XL|PETYME|PINEXEL PR|PROSURIN XL|R-(-)-YM-12617|STRONAZON|TABPHYN MR|TAMFREX XL|TAMSULOSIN HCL|TAMSULOSIN HYDROCHLORIDE|TAMUREX|YM-12617-1|YM-617|YM617";"Small molecule";"4";"444.98";"4";"18";"2.34";"99.88";"6";"2";"0";"11";"N";"0.55";"9.93";"9.28";"2.04";"0.47";"2";"MOL";"0";"28";"7";"3";"0";"408.1719";"BASE";"C20H29ClN2O5S";"CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl";"ZZIZZTHXZRDOFM-XFULWGLBSA-N"
"CHEMBL1200343";"PERINDOPRIL ERBUMINE";"Aceon|COVERSYL|MCN-A-2833-109|NSC-758929|PERINDOPRIL ERBUMINE|PERINDOPRIL TERT-BUTYLAMINE|S-9490-3";"Small molecule";"4";"441.61";"9";"14";"1.94";"95.94";"5";"2";"0";"8";"N";"0.64";"3.79";"5.48";"0.63";"-0.85";"0";"MOL";"0";"26";"7";"2";"0";"368.2311";"ACID";"C23H43N3O5";"CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC";"IYNMDWMQHSMDDE-MHXJNQAMSA-N"
"CHEMBL23";"DILTIAZEM";"Cardizem|DILTIAZEM|DILTIAZEM EXTENDED RELEASE|DITIAZ|Dilt-CD|Diltiazem|Diltzac|SURAZEM|Tiamate|Tiazac";"Small molecule";"4";"414.53";"188";"2285";"3.37";"59.08";"6";"0";"0";"6";"N";"0.68";"12.86";"8.18";"2.73";"1.89";"2";"MOL";"0";"29";"6";"0";"0";"414.1613";"NEUTRAL";"C22H26N2O4S";"COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1";"HSUGRBWQSSZJOP-RTWAWAEBSA-N"
"CHEMBL1200494";"GUANFACINE HYDROCHLORIDE";"AKFEN|BS 100-141|BS-100-141|ESTULIC|GUAFACINE HYDROCHLORIDE|GUANFACINE HCL|GUANFACINE HYDROCHLORIDE|INTUNIV|SPD503|Tenex";"Small molecule";"4";"282.56";"20";"53";"1.55";"78.97";"2";"3";"0";"2";"N";"0.55";"11.64";"8.65";"1.74";"0.49";"1";"MOL";"0";"15";"4";"4";"0";"245.0123";"BASE";"C9H10Cl3N3O";"Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl";"DGFYECXYGUIODH-UHFFFAOYSA-N"
"CHEMBL4210847";"PF-00489791";"PF-00489791|PF-489,791|UK-489,791";"Small molecule";"2";"476.56";"1";"1";"1.46";"144.23";"11";"2";"1";"10";"N";"0.41";"3.57";"4.86";"0.73";"1.04";"3";"MOL";"0";"33";"12";"2";"1";"476.1954";"ACID";"C20H28N8O4S";"CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21";"ZUHZNKJIJDAJFD-UHFFFAOYSA-N"
"CHEMBL844";"BRIMONIDINE";"AGN-190342 FREE BASE|BRIMONIDINE|Brimonidine|NSC-318825|UK-14304|UK-1430418 FREE BASE";"Small molecule";"4";"292.14";"161";"464";"1.76";"62.20";"5";"2";"0";"1";"N";"0.84";"None";"8.32";"1.37";"0.42";"2";"MOL";"0";"17";"5";"2";"0";"291.0120";"NEUTRAL";"C11H10BrN5";"Brc1c(NC2=NCCN2)ccc2nccnc12";"XYLJNLCSTIOKRM-UHFFFAOYSA-N"
"CHEMBL35";"FUROSEMIDE";"ALUZINE 20|ALUZINE 40|ALUZINE 500|Aquamed|DIURESAL|DRYPTAL|Disal|FROOP|FRUMAX|FRUMIL|FRUSEMIDE|FRUSETIC|FRUSID|FRUSOL|FUROSEMIDE|FUROSEMIDUM|Frusemide|HYDROLED|LASIX RET|LB-502|LOGIRENE|Lasix|MARSEMIDE|MIRFAT|NSC-269420|OEDEMEX|RUSYDE|TENKOFRUSE";"Small molecule";"4";"330.75";"215";"2800";"1.89";"122.63";"5";"3";"0";"5";"N";"0.77";"4.25";"None";"1.75";"-1.25";"2";"MOL";"0";"21";"7";"4";"0";"330.0077";"ACID";"C12H11ClN2O5S";"NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl";"ZZUFCTLCJUWOSV-UHFFFAOYSA-N"
"CHEMBL2008565";"GUANAZODINE";"GUANAZODINE";"Small molecule";"0";"184.29";"";"";"0.39";"73.93";"2";"4";"0";"2";"N";"0.37";"None";"12.40";"0.48";"-3.87";"0";"MOL";"0";"13";"4";"5";"0";"184.1688";"BASE";"C9H20N4";"N=C(N)NCC1CCCCCCN1";"ZCVAIGPGEINFCX-UHFFFAOYSA-N"
"CHEMBL35505";"DIHYDRALAZINE";"DIHYDRALAZINE|NSC-526654";"Small molecule";"0";"190.21";"22";"67";"0.20";"101.88";"6";"4";"0";"2";"N";"0.40";"None";"7.84";"0.74";"0.16";"2";"MOL";"0";"14";"6";"6";"1";"190.0967";"NEUTRAL";"C8H10N6";"NNc1nnc(NN)c2ccccc12";"VQKLRVZQQYVIJW-UHFFFAOYSA-N"
"CHEMBL27";"PROPRANOLOL";".BETA.-PROPRANOLOL|AY-64043-|BETALONG|DL-PROPRANOLOL|EUPROVASIN|Inderal|Inderide-40/25|Inderide-80/25|PROPRANOLOL|PROPRASYLYT|Propranolol|REDUCOR";"Small molecule";"4";"259.35";"230";"3242";"2.58";"41.49";"3";"2";"0";"6";"N";"0.84";"None";"9.67";"2.58";"0.36";"2";"MOL";"0";"19";"3";"2";"0";"259.1572";"BASE";"C16H21NO2";"CC(C)NCC(O)COc1cccc2ccccc12";"AQHHHDLHHXJYJD-UHFFFAOYSA-N"
"CHEMBL434394";"NEBIVOLOL";"HYPOLOC|NARBIVOLOL|NEBILET|NEBIVOLOL|R-65824|R65,824";"Small molecule";"4";"405.44";"10";"36";"2.36";"70.95";"5";"3";"0";"6";"N";"0.69";"13.52";"8.90";"3.21";"1.71";"2";"MOL";"0";"29";"5";"3";"0";"405.1752";"BASE";"C22H25F2NO4";"OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1";"KOHIRBRYDXPAMZ-UHFFFAOYSA-N"
"CHEMBL3187812";"ILEPATRIL";"AVE-7688|AVE7688|ILEPATRIL";"Small molecule";"2";"432.54";"";"";"2.54";"103.78";"5";"2";"0";"5";"N";"0.74";"3.60";"None";"2.41";"-0.93";"1";"MOL";"0";"30";"7";"2";"0";"432.1719";"ACID";"C22H28N2O5S";"CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C";"FXKFFTMLFPWYFH-RDGPPVDQSA-N"
"CHEMBL1467";"ALLOPURINOL";"ALLOPURINOL|ALLOPURINOLUM|ALORAL|ALULINE 100|ALULINE 300|BW 56-158|BW-56-158|CAPLENAL|COSURIC|HAMARIN 100|HAMARIN 300|LEDOPUR|LOPURIN|NSC-101655|NSC-1390|SUSPENDOL|TAKANARUMIN|URICTO|XANTHOMAX-100|XANTHOMAX-300|ZYLORIC|ZYLORIC-300|Zyloprim";"Small molecule";"4";"136.11";"183";"2643";"-0.40";"74.43";"3";"2";"0";"0";"N";"0.52";"7.83";"0.09";"-1.76";"-1.89";"0";"MOL";"0";"10";"5";"2";"0";"136.0385";"NEUTRAL";"C5H4N4O";"O=c1ncnc2[nH][nH]cc1-2";"OFCNXPDARWKPPY-UHFFFAOYSA-N"
"CHEMBL1951143";"FIMASARTAN";"FIMASARTAN";"Small molecule";"3";"501.66";"10";"34";"4.22";"92.59";"7";"1";"1";"9";"N";"0.34";"4.24";"2.73";"4.00";"2.61";"4";"MOL";"0";"36";"8";"1";"1";"501.2311";"ACID";"C27H31N7OS";"CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1";"AMEROGPZOLAFBN-UHFFFAOYSA-N"
"CHEMBL542541";"HYDRALAZINE HYDROCHLORIDE";"APRESSINUM|Apresoline|Dralzine|HYDRALAZINE HCL|HYDRALAZINE HYDROCHLORIDE|HYDRALAZINI HYDROCHLORIDUM|MC-1101|NSC-89394";"Small molecule";"4";"196.64";"33";"111";"0.92";"63.83";"4";"2";"0";"1";"N";"0.48";"None";"8.88";"0.75";"-0.73";"2";"MOL";"0";"12";"4";"3";"0";"160.0749";"BASE";"C8H9ClN4";"Cl.NNc1nncc2ccccc12";"ZUXNZUWOTSUBMN-UHFFFAOYSA-N"
"CHEMBL475534";"NITRENDIPINE";"BAY E 5009|BAY-E-5009|BAYOTENSIN|Baypress|DEITEN|NIDREL|NITRENDIPINE|NITREPIN|NSC-758466";"Small molecule";"4";"360.37";"195";"1118";"2.57";"107.77";"7";"1";"0";"5";"N";"0.49";"None";"None";"2.17";"2.17";"1";"MOL";"0";"26";"8";"1";"0";"360.1321";"NEUTRAL";"C18H20N2O6";"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1";"PVHUJELLJLJGLN-UHFFFAOYSA-N"
"CHEMBL4297548";"FIMASARTAN POTASSIUM TRIHYDRATE";"BR-A-657|FIMASARTAN POTASSIUM TRIHYDRATE";"Unknown";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1684";"BENDROFLUMETHIAZIDE";"APRINOX|BENDROFLUAZIDE|BENDROFLUMETHIAZIDE|BENZYDROFLUMETHIAZIDE|BERKOZIDE|Bendroflumethiazide|CENTYL|NATURETIN-10|NATURETIN-2.5|NATURETIN-5|NEO-BENDROMAX 2.5|NEO-BENDROMAX 5|NEO-NACLEX|NSC-758229|Naturetin|URIZIDE";"Small molecule";"4";"421.42";"25";"74";"1.63";"118.36";"5";"3";"0";"3";"N";"0.70";"9.04";"None";"1.70";"1.69";"2";"MOL";"0";"27";"7";"4";"0";"421.0378";"NEUTRAL";"C15H14F3N3O4S2";"NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O";"HDWIHXWEUNVBIY-UHFFFAOYSA-N"
"CHEMBL250270";"LERCANIDIPINE";"LERCANIDIPINE|LERCANIL";"Small molecule";"4";"611.74";"32";"52";"6.48";"111.01";"8";"1";"2";"12";"N";"0.14";"None";"9.36";"6.41";"4.45";"3";"MOL";"0";"45";"9";"1";"2";"611.2995";"BASE";"C36H41N3O6";"COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1";"ZDXUKAKRHYTAKV-UHFFFAOYSA-N"
"CHEMBL1201649";"ESTROGENS, CONJUGATED";"CONJUGATED ESTROGENS|Cenestin|ESTROGEN, CONJUGATED (CLASS)|ESTROGENS CONJUGATED|ESTROGENS, CONJUGATED|ESTROGENS,CONJUGATED|G03CA57|OESTROGEN|OESTROGENS CONJUGATED|Premarin|Premarin Cream";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL689";"MANNITOL";"ARIDOL KIT|Alexitol sodium|BRONCHITOL|CORDYCEPIC ACID|CRYSTALLINE MANNITOL EXTRA-FINE|CRYSTALLINE MANNITOL FINE|CRYSTALLINE MANNITOL STANDARD|D-(-)-MANNITOL|D-MANNITOL|Diosmol|E-421|E421|INS NO.421|INS-421|ISOMALT IMPURITY, MANNITOL-|MANNA SUGAR|MANNITE|MANNITOL|MANNITOL 200|MANNITOL 2080|MANNITOL 25|MANNITOL 300|MANNITOL 35|MANNITOL 60|MANNITOL M300|MANNITOL, D-|MANNITOLUM|MANNOGEM 2080|Mannite|Mannitol|NSC-407017|Osmitrol|PEARLITOL 160 C|PEARLITOL 200 SD|PEARLITOL 25 C|PEARLITOL 300 DC|PEARLITOL 50 C|Resectisol";"Small molecule";"4";"182.17";"149";"665";"-3.59";"121.38";"6";"6";"1";"5";"N";"0.26";"12.59";"None";"-3.73";"-3.73";"0";"MOL";"0";"12";"6";"6";"1";"182.0790";"NEUTRAL";"C6H14O6";"OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO";"FBPFZTCFMRRESA-KVTDHHQDSA-N"
"CHEMBL3989873";"PICLIDENOSON";"ALB-7208|CF-101|CF101|IB-MECA|PICLIDENOSON";"Small molecule";"3";"510.29";"";"";"0.41";"134.42";"9";"4";"1";"5";"N";"0.36";"12.39";"4.69";"0.60";"0.60";"3";"MOL";"0";"29";"10";"4";"1";"510.0513";"NEUTRAL";"C18H19IN6O4";"CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4ccc(I)cc4)ncnc32)[C@H](O)[C@@H]1O";"JTZRECOPNKCRTE-MOROJQBDSA-N"
"CHEMBL220491";"BRINZOLAMIDE";"AL-4862|Azopt|BRINZOLAMIDE|NSC-760050";"Small molecule";"4";"383.52";"48";"383";"0.09";"118.80";"7";"2";"0";"7";"N";"0.64";"8.18";"6.50";"-0.58";"-0.55";"1";"MOL";"0";"23";"8";"3";"0";"383.0643";"NEUTRAL";"C12H21N3O5S3";"CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"HCRKCZRJWPKOAR-JTQLQIEISA-N"
"CHEMBL838";"BENAZEPRIL";"BENAZEPRIL|BENAZEPRIL SANDOZ|BRIEM|Benazepril|C09AA07|CGS-14824A|CIBACEN WS|CIBACENE|FORTEEKOR|Lotensin|Lotrel";"Small molecule";"4";"424.50";"120";"669";"2.57";"95.94";"5";"2";"0";"9";"N";"0.60";"3.53";"5.36";"1.54";"0.07";"2";"MOL";"0";"31";"7";"2";"0";"424.1998";"ACID";"C24H28N2O5";"CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O";"XPCFTKFZXHTYIP-PMACEKPBSA-N"
"CHEMBL107";"COLCHICINE";"(-)-COLCHICINE|COLCHCINE|COLCHICINE|COLCHICINUM|COLCHINEOS|COLCHISOL|COLCRYS|Colchicine|GLOPERBA|MITIGARE|NSC-757";"Small molecule";"4";"399.44";"422";"4584";"2.87";"83.09";"6";"1";"0";"5";"N";"0.83";"None";"None";"1.46";"1.46";"2";"MOL";"0";"29";"7";"1";"0";"399.1682";"NEUTRAL";"C22H25NO6";"COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2";"IAKHMKGGTNLKSZ-INIZCTEOSA-N"
"CHEMBL1796998";"SULFUR HEXAFLUORIDE";"BRI|SULFUR HEXAFLUORIDE|SULFUR HEXAFLUORIDE, PHOSPHOLIPID MICROSPHERES|SonoVue (for the microbubble formulation)";"Small molecule";"3";"146.06";"1";"3";"3.17";"0.00";"0";"0";"0";"0";"N";"0.46";"None";"None";"2.28";"2.28";"0";"MOL";"0";"7";"0";"0";"0";"145.9625";"None";"F6S";"FS(F)(F)(F)(F)F";"SFZCNBIFKDRMGX-UHFFFAOYSA-N"
"CHEMBL862";"GUANFACINE";"GUANFACINE|Guanfacine|INTUNIV|NSC-759121|Tenex";"Small molecule";"4";"246.10";"129";"369";"1.55";"78.97";"2";"3";"0";"2";"N";"0.55";"11.64";"8.65";"1.74";"0.49";"1";"MOL";"0";"15";"4";"4";"0";"245.0123";"BASE";"C9H9Cl2N3O";"N=C(N)NC(=O)Cc1c(Cl)cccc1Cl";"INJOMKTZOLKMBF-UHFFFAOYSA-N"
"CHEMBL2103849";"UDENAFIL";"DA-8159|UDENAFIL|ZYDENA";"Small molecule";"3";"516.67";"";"";"2.83";"122.21";"8";"2";"1";"11";"N";"0.40";"7.55";"8.50";"1.44";"1.20";"3";"MOL";"0";"36";"10";"2";"1";"516.2519";"NEUTRAL";"C25H36N6O4S";"CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1";"IYFNEFQTYQPVOC-UHFFFAOYSA-N"
"CHEMBL655";"MIDAZOLAM";"MIDAZOLAM|MIDAZOLAM CIV|MIDAZOLAM IN 0.9% SODIUM CHLORIDE|NAYZILAM|USL-261|USL261";"Small molecule";"4";"325.77";"54";"344";"4.32";"30.18";"3";"0";"0";"1";"N";"0.65";"None";"6.19";"3.97";"3.95";"3";"MOL";"0";"23";"3";"0";"0";"325.0782";"NEUTRAL";"C18H13ClFN3";"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2";"DDLIGBOFAVUZHB-UHFFFAOYSA-N"
"CHEMBL4594440";"ZAMICASTAT";"ZAMICASTAT";"Small molecule";"2";"401.48";"";"";"4.33";"41.98";"4";"2";"0";"6";"N";"0.48";"10.35";"8.98";"3.85";"2.44";"3";"MOL";"0";"28";"4";"2";"0";"401.1373";"BASE";"C21H21F2N3OS";"Fc1cc(F)c2c(c1)C[C@@H](n1c(CCNCc3ccccc3)c[nH]c1=S)CO2";"ZSSLCFLHEFXANG-GOSISDBHSA-N"
"CHEMBL4297428";"SER-100";"AC-RYYRWKKKKKKK-NH2|SER-100|SER100|ZP 120|ZP-120";"Protein";"2";"1781.24";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1780.1100";"None";"C85H141N27O15";"CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O";"GJLXVWOMRRWCIB-MERZOTPQSA-N"
"CHEMBL1064";"SIMVASTATIN";"C10AA01|FLOLIPID|LACERSA|MK-0733|MK-733|NSC-758706|RANZOLONT|SIMVADOR|SIMVASTATIN|SYNVINOLIN|Simvastatin hydroxy acid|ZOCOR HEART-PRO|Zocor";"Small molecule";"4";"418.57";"226";"2829";"4.59";"72.83";"5";"1";"0";"6";"N";"0.64";"None";"None";"4.46";"4.46";"0";"MOL";"0";"30";"5";"1";"0";"418.2719";"NEUTRAL";"C25H38O5";"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21";"RYMZZMVNJRMUDD-HGQWONQESA-N"
"CHEMBL1148";"TORSEMIDE";"AC-4464|AC4464|BM-02.015|BM-02015|BM02.015|Demadex|LUPRAC|SOAANZ|TORASEMIDE|TORASEMIDE ANHYDROUS|TOREM 10|TOREM 2.5|TOREM 5|TORSEMIDE|UPCARD";"Small molecule";"4";"348.43";"136";"855";"2.53";"100.19";"5";"3";"0";"5";"N";"0.77";"5.92";"4.20";"1.86";"1.12";"2";"MOL";"0";"24";"7";"3";"0";"348.1256";"ACID";"C16H20N4O3S";"Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1";"NGBFQHCMQULJNZ-UHFFFAOYSA-N"
"CHEMBL461343";"GUANOXABENZ";"43-663|GUANOXABENZ";"Small molecule";"0";"247.09";"3";"7";"1.62";"83.00";"3";"3";"0";"2";"N";"0.32";"11.08";"3.38";"2.17";"2.17";"1";"MOL";"0";"15";"5";"4";"0";"246.0075";"NEUTRAL";"C8H8Cl2N4O";"N/C(=N\O)N/N=C/c1c(Cl)cccc1Cl";"QKIQJNNDIWGVEH-UUILKARUSA-N"
"CHEMBL276832";"HYDRALAZINE";"HYDRALAZINE|HYDRALAZINE POLISTIREX|NSC-126699";"Small molecule";"4";"160.18";"157";"1053";"0.92";"63.83";"4";"2";"0";"1";"N";"0.48";"None";"8.88";"0.75";"-0.73";"2";"MOL";"0";"12";"4";"3";"0";"160.0749";"BASE";"C8H8N4";"NNc1nncc2ccccc12";"RPTUSVTUFVMDQK-UHFFFAOYSA-N"
"CHEMBL1790180";"ENDOTHELIN 3";"ENDOTHELIN 3";"Protein";"0";"2657.12";"3";"9";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"2655.1306";"None";"C122H170N26O33S4";"CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H]2CSSC[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCc3ccc(O)cc3)NC(=O)[C@H]([C@H](C)O)NC(=O)[C@@H](Cc3ccccc3)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC";"ZGOVYTPSWMLYOF-QEADGSHQSA-N"
"CHEMBL1200561";"DOXAZOSIN MESYLATE";"ALFADIL|CARDOZIN XL|CARDURA XL|CASCOR|COLIXIL XL|Cardura|DOXADURA|DOXAZOSIN (AS MESILATE)|DOXAZOSIN MESILATE|DOXAZOSIN MESYLATE|DOXAZOSIN METHANESULFONATE|DOXZOGEN XL|LARBEX XL|NSC-759284|OXANDOSIN XL|RAPORSIN XL|SLOCINX XL|UK-33,274-27|UK-33274-27";"Small molecule";"4";"547.59";"47";"116";"1.72";"112.27";"9";"1";"0";"4";"N";"0.63";"12.67";"7.24";"2.14";"1.91";"3";"MOL";"0";"33";"10";"2";"0";"451.1856";"NEUTRAL";"C24H29N5O8S";"COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O";"VJECBOKJABCYMF-UHFFFAOYSA-N"
